,report_date,location,data_field,value
101366,2015-12-05,Mexico-Aguascalientes,yearly_cumulative_female,0.0
101367,2015-12-05,Mexico-Baja_California,yearly_cumulative_female,0.0
101368,2015-12-05,Mexico-Baja_California_Sur,yearly_cumulative_female,0.0
101369,2015-12-05,Mexico-Campeche,yearly_cumulative_female,0.0
101370,2015-12-05,Mexico-Chiapas,yearly_cumulative_female,0.0
101371,2015-12-05,Mexico-Chihuahua,yearly_cumulative_female,0.0
101372,2015-12-05,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_female,0.0
101373,2015-12-05,Mexico-Colima,yearly_cumulative_female,0.0
101374,2015-12-05,Mexico-Distrito_Federal,yearly_cumulative_female,0.0
101375,2015-12-05,Mexico-Durango,yearly_cumulative_female,0.0
101376,2015-12-05,Mexico-Guanajuato,yearly_cumulative_female,0.0
101377,2015-12-05,Mexico-Guerrero,yearly_cumulative_female,0.0
101378,2015-12-05,Mexico-Hidalgo,yearly_cumulative_female,0.0
101379,2015-12-05,Mexico-Jalisco,yearly_cumulative_female,0.0
101380,2015-12-05,Mexico-Mexico,yearly_cumulative_female,0.0
101381,2015-12-05,Mexico-Michoacan_de_Ocampo,yearly_cumulative_female,0.0
101382,2015-12-05,Mexico-Morelos,yearly_cumulative_female,0.0
101383,2015-12-05,Mexico-Nayarit,yearly_cumulative_female,0.0
101384,2015-12-05,Mexico-Nuevo_Leon,yearly_cumulative_female,0.0
101385,2015-12-05,Mexico-Oaxaca,yearly_cumulative_female,0.0
101386,2015-12-05,Mexico-Puebla,yearly_cumulative_female,0.0
101387,2015-12-05,Mexico-Queretaro_de_Arteaga,yearly_cumulative_female,0.0
101388,2015-12-05,Mexico-Quintana_Roo,yearly_cumulative_female,0.0
101389,2015-12-05,Mexico-San_Luis_Potosi,yearly_cumulative_female,0.0
101390,2015-12-05,Mexico-Sinaloa,yearly_cumulative_female,0.0
101391,2015-12-05,Mexico-Sonora,yearly_cumulative_female,0.0
101392,2015-12-05,Mexico-Tabasco,yearly_cumulative_female,0.0
101393,2015-12-05,Mexico-Tamaulipas,yearly_cumulative_female,0.0
101394,2015-12-05,Mexico-Tlaxcala,yearly_cumulative_female,0.0
101395,2015-12-05,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_female,0.0
101396,2015-12-05,Mexico-Yucatan,yearly_cumulative_female,0.0
101397,2015-12-05,Mexico-Zacatecas,yearly_cumulative_female,0.0
101398,2015-12-05,Mexico-Aguascalientes,yearly_cumulative_male,0.0
101399,2015-12-05,Mexico-Baja_California,yearly_cumulative_male,0.0
101400,2015-12-05,Mexico-Baja_California_Sur,yearly_cumulative_male,0.0
101401,2015-12-05,Mexico-Campeche,yearly_cumulative_male,0.0
101402,2015-12-05,Mexico-Chiapas,yearly_cumulative_male,0.0
101403,2015-12-05,Mexico-Chihuahua,yearly_cumulative_male,0.0
101404,2015-12-05,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_male,0.0
101405,2015-12-05,Mexico-Colima,yearly_cumulative_male,0.0
101406,2015-12-05,Mexico-Distrito_Federal,yearly_cumulative_male,0.0
101407,2015-12-05,Mexico-Durango,yearly_cumulative_male,0.0
101408,2015-12-05,Mexico-Guanajuato,yearly_cumulative_male,0.0
101409,2015-12-05,Mexico-Guerrero,yearly_cumulative_male,0.0
101410,2015-12-05,Mexico-Hidalgo,yearly_cumulative_male,0.0
101411,2015-12-05,Mexico-Jalisco,yearly_cumulative_male,0.0
101412,2015-12-05,Mexico-Mexico,yearly_cumulative_male,0.0
101413,2015-12-05,Mexico-Michoacan_de_Ocampo,yearly_cumulative_male,0.0
101414,2015-12-05,Mexico-Morelos,yearly_cumulative_male,0.0
101415,2015-12-05,Mexico-Nayarit,yearly_cumulative_male,0.0
101416,2015-12-05,Mexico-Nuevo_Leon,yearly_cumulative_male,0.0
101417,2015-12-05,Mexico-Oaxaca,yearly_cumulative_male,0.0
101418,2015-12-05,Mexico-Puebla,yearly_cumulative_male,0.0
101419,2015-12-05,Mexico-Queretaro_de_Arteaga,yearly_cumulative_male,0.0
101420,2015-12-05,Mexico-Quintana_Roo,yearly_cumulative_male,0.0
101421,2015-12-05,Mexico-San_Luis_Potosi,yearly_cumulative_male,0.0
101422,2015-12-05,Mexico-Sinaloa,yearly_cumulative_male,0.0
101423,2015-12-05,Mexico-Sonora,yearly_cumulative_male,0.0
101424,2015-12-05,Mexico-Tabasco,yearly_cumulative_male,0.0
101425,2015-12-05,Mexico-Tamaulipas,yearly_cumulative_male,0.0
101426,2015-12-05,Mexico-Tlaxcala,yearly_cumulative_male,0.0
101427,2015-12-05,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_male,0.0
101428,2015-12-05,Mexico-Yucatan,yearly_cumulative_male,0.0
101429,2015-12-05,Mexico-Zacatecas,yearly_cumulative_male,0.0
101462,2015-12-12,Mexico-Aguascalientes,yearly_cumulative_female,0.0
101463,2015-12-12,Mexico-Baja_California,yearly_cumulative_female,0.0
101464,2015-12-12,Mexico-Baja_California_Sur,yearly_cumulative_female,0.0
101465,2015-12-12,Mexico-Campeche,yearly_cumulative_female,0.0
101466,2015-12-12,Mexico-Chiapas,yearly_cumulative_female,0.0
101467,2015-12-12,Mexico-Chihuahua,yearly_cumulative_female,0.0
101468,2015-12-12,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_female,0.0
101469,2015-12-12,Mexico-Colima,yearly_cumulative_female,0.0
101470,2015-12-12,Mexico-Distrito_Federal,yearly_cumulative_female,0.0
101471,2015-12-12,Mexico-Durango,yearly_cumulative_female,0.0
101472,2015-12-12,Mexico-Guanajuato,yearly_cumulative_female,0.0
101473,2015-12-12,Mexico-Guerrero,yearly_cumulative_female,0.0
101474,2015-12-12,Mexico-Hidalgo,yearly_cumulative_female,0.0
101475,2015-12-12,Mexico-Jalisco,yearly_cumulative_female,0.0
101476,2015-12-12,Mexico-Mexico,yearly_cumulative_female,0.0
101477,2015-12-12,Mexico-Michoacan_de_Ocampo,yearly_cumulative_female,0.0
101478,2015-12-12,Mexico-Morelos,yearly_cumulative_female,0.0
101479,2015-12-12,Mexico-Nayarit,yearly_cumulative_female,0.0
101480,2015-12-12,Mexico-Nuevo_Leon,yearly_cumulative_female,0.0
101481,2015-12-12,Mexico-Oaxaca,yearly_cumulative_female,0.0
101482,2015-12-12,Mexico-Puebla,yearly_cumulative_female,0.0
101483,2015-12-12,Mexico-Queretaro_de_Arteaga,yearly_cumulative_female,0.0
101484,2015-12-12,Mexico-Quintana_Roo,yearly_cumulative_female,0.0
101485,2015-12-12,Mexico-San_Luis_Potosi,yearly_cumulative_female,0.0
101486,2015-12-12,Mexico-Sinaloa,yearly_cumulative_female,0.0
101487,2015-12-12,Mexico-Sonora,yearly_cumulative_female,0.0
101488,2015-12-12,Mexico-Tabasco,yearly_cumulative_female,0.0
101489,2015-12-12,Mexico-Tamaulipas,yearly_cumulative_female,0.0
101490,2015-12-12,Mexico-Tlaxcala,yearly_cumulative_female,0.0
101491,2015-12-12,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_female,0.0
101492,2015-12-12,Mexico-Yucatan,yearly_cumulative_female,0.0
101493,2015-12-12,Mexico-Zacatecas,yearly_cumulative_female,0.0
101494,2015-12-12,Mexico-Aguascalientes,yearly_cumulative_male,0.0
101495,2015-12-12,Mexico-Baja_California,yearly_cumulative_male,0.0
101496,2015-12-12,Mexico-Baja_California_Sur,yearly_cumulative_male,0.0
101497,2015-12-12,Mexico-Campeche,yearly_cumulative_male,0.0
101498,2015-12-12,Mexico-Chiapas,yearly_cumulative_male,0.0
101499,2015-12-12,Mexico-Chihuahua,yearly_cumulative_male,0.0
101500,2015-12-12,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_male,0.0
101501,2015-12-12,Mexico-Colima,yearly_cumulative_male,0.0
101502,2015-12-12,Mexico-Distrito_Federal,yearly_cumulative_male,0.0
101503,2015-12-12,Mexico-Durango,yearly_cumulative_male,0.0
101504,2015-12-12,Mexico-Guanajuato,yearly_cumulative_male,0.0
101505,2015-12-12,Mexico-Guerrero,yearly_cumulative_male,0.0
101506,2015-12-12,Mexico-Hidalgo,yearly_cumulative_male,0.0
101507,2015-12-12,Mexico-Jalisco,yearly_cumulative_male,0.0
101508,2015-12-12,Mexico-Mexico,yearly_cumulative_male,0.0
101509,2015-12-12,Mexico-Michoacan_de_Ocampo,yearly_cumulative_male,0.0
101510,2015-12-12,Mexico-Morelos,yearly_cumulative_male,0.0
101511,2015-12-12,Mexico-Nayarit,yearly_cumulative_male,0.0
101512,2015-12-12,Mexico-Nuevo_Leon,yearly_cumulative_male,0.0
101513,2015-12-12,Mexico-Oaxaca,yearly_cumulative_male,0.0
101514,2015-12-12,Mexico-Puebla,yearly_cumulative_male,0.0
101515,2015-12-12,Mexico-Queretaro_de_Arteaga,yearly_cumulative_male,0.0
101516,2015-12-12,Mexico-Quintana_Roo,yearly_cumulative_male,0.0
101517,2015-12-12,Mexico-San_Luis_Potosi,yearly_cumulative_male,0.0
101518,2015-12-12,Mexico-Sinaloa,yearly_cumulative_male,0.0
101519,2015-12-12,Mexico-Sonora,yearly_cumulative_male,0.0
101520,2015-12-12,Mexico-Tabasco,yearly_cumulative_male,0.0
101521,2015-12-12,Mexico-Tamaulipas,yearly_cumulative_male,0.0
101522,2015-12-12,Mexico-Tlaxcala,yearly_cumulative_male,0.0
101523,2015-12-12,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_male,0.0
101524,2015-12-12,Mexico-Yucatan,yearly_cumulative_male,0.0
101525,2015-12-12,Mexico-Zacatecas,yearly_cumulative_male,0.0
101558,2015-12-19,Mexico-Aguascalientes,yearly_cumulative_female,0.0
101559,2015-12-19,Mexico-Baja_California,yearly_cumulative_female,0.0
101560,2015-12-19,Mexico-Baja_California_Sur,yearly_cumulative_female,0.0
101561,2015-12-19,Mexico-Campeche,yearly_cumulative_female,0.0
101562,2015-12-19,Mexico-Chiapas,yearly_cumulative_female,0.0
101563,2015-12-19,Mexico-Chihuahua,yearly_cumulative_female,0.0
101564,2015-12-19,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_female,0.0
101565,2015-12-19,Mexico-Colima,yearly_cumulative_female,0.0
101566,2015-12-19,Mexico-Distrito_Federal,yearly_cumulative_female,0.0
101567,2015-12-19,Mexico-Durango,yearly_cumulative_female,0.0
101568,2015-12-19,Mexico-Guanajuato,yearly_cumulative_female,0.0
101569,2015-12-19,Mexico-Guerrero,yearly_cumulative_female,0.0
101570,2015-12-19,Mexico-Hidalgo,yearly_cumulative_female,0.0
101571,2015-12-19,Mexico-Jalisco,yearly_cumulative_female,0.0
101572,2015-12-19,Mexico-Mexico,yearly_cumulative_female,0.0
101573,2015-12-19,Mexico-Michoacan_de_Ocampo,yearly_cumulative_female,0.0
101574,2015-12-19,Mexico-Morelos,yearly_cumulative_female,0.0
101575,2015-12-19,Mexico-Nayarit,yearly_cumulative_female,0.0
101576,2015-12-19,Mexico-Nuevo_Leon,yearly_cumulative_female,0.0
101577,2015-12-19,Mexico-Oaxaca,yearly_cumulative_female,0.0
101578,2015-12-19,Mexico-Puebla,yearly_cumulative_female,0.0
101579,2015-12-19,Mexico-Queretaro_de_Arteaga,yearly_cumulative_female,0.0
101580,2015-12-19,Mexico-Quintana_Roo,yearly_cumulative_female,0.0
101581,2015-12-19,Mexico-San_Luis_Potosi,yearly_cumulative_female,0.0
101582,2015-12-19,Mexico-Sinaloa,yearly_cumulative_female,0.0
101583,2015-12-19,Mexico-Sonora,yearly_cumulative_female,0.0
101584,2015-12-19,Mexico-Tabasco,yearly_cumulative_female,0.0
101585,2015-12-19,Mexico-Tamaulipas,yearly_cumulative_female,0.0
101586,2015-12-19,Mexico-Tlaxcala,yearly_cumulative_female,0.0
101587,2015-12-19,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_female,0.0
101588,2015-12-19,Mexico-Yucatan,yearly_cumulative_female,0.0
101589,2015-12-19,Mexico-Zacatecas,yearly_cumulative_female,0.0
101590,2015-12-19,Mexico-Aguascalientes,yearly_cumulative_male,0.0
101591,2015-12-19,Mexico-Baja_California,yearly_cumulative_male,0.0
101592,2015-12-19,Mexico-Baja_California_Sur,yearly_cumulative_male,0.0
101593,2015-12-19,Mexico-Campeche,yearly_cumulative_male,0.0
101594,2015-12-19,Mexico-Chiapas,yearly_cumulative_male,0.0
101595,2015-12-19,Mexico-Chihuahua,yearly_cumulative_male,0.0
101596,2015-12-19,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_male,0.0
101597,2015-12-19,Mexico-Colima,yearly_cumulative_male,0.0
101598,2015-12-19,Mexico-Distrito_Federal,yearly_cumulative_male,0.0
101599,2015-12-19,Mexico-Durango,yearly_cumulative_male,0.0
101600,2015-12-19,Mexico-Guanajuato,yearly_cumulative_male,0.0
101601,2015-12-19,Mexico-Guerrero,yearly_cumulative_male,0.0
101602,2015-12-19,Mexico-Hidalgo,yearly_cumulative_male,0.0
101603,2015-12-19,Mexico-Jalisco,yearly_cumulative_male,0.0
101604,2015-12-19,Mexico-Mexico,yearly_cumulative_male,0.0
101605,2015-12-19,Mexico-Michoacan_de_Ocampo,yearly_cumulative_male,0.0
101606,2015-12-19,Mexico-Morelos,yearly_cumulative_male,0.0
101607,2015-12-19,Mexico-Nayarit,yearly_cumulative_male,0.0
101608,2015-12-19,Mexico-Nuevo_Leon,yearly_cumulative_male,0.0
101609,2015-12-19,Mexico-Oaxaca,yearly_cumulative_male,0.0
101610,2015-12-19,Mexico-Puebla,yearly_cumulative_male,0.0
101611,2015-12-19,Mexico-Queretaro_de_Arteaga,yearly_cumulative_male,0.0
101612,2015-12-19,Mexico-Quintana_Roo,yearly_cumulative_male,0.0
101613,2015-12-19,Mexico-San_Luis_Potosi,yearly_cumulative_male,0.0
101614,2015-12-19,Mexico-Sinaloa,yearly_cumulative_male,0.0
101615,2015-12-19,Mexico-Sonora,yearly_cumulative_male,0.0
101616,2015-12-19,Mexico-Tabasco,yearly_cumulative_male,0.0
101617,2015-12-19,Mexico-Tamaulipas,yearly_cumulative_male,0.0
101618,2015-12-19,Mexico-Tlaxcala,yearly_cumulative_male,0.0
101619,2015-12-19,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_male,0.0
101620,2015-12-19,Mexico-Yucatan,yearly_cumulative_male,0.0
101621,2015-12-19,Mexico-Zacatecas,yearly_cumulative_male,0.0
101654,2015-12-26,Mexico-Aguascalientes,yearly_cumulative_female,0.0
101655,2015-12-26,Mexico-Baja_California,yearly_cumulative_female,0.0
101656,2015-12-26,Mexico-Baja_California_Sur,yearly_cumulative_female,0.0
101657,2015-12-26,Mexico-Campeche,yearly_cumulative_female,0.0
101658,2015-12-26,Mexico-Chiapas,yearly_cumulative_female,0.0
101659,2015-12-26,Mexico-Chihuahua,yearly_cumulative_female,0.0
101660,2015-12-26,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_female,0.0
101661,2015-12-26,Mexico-Colima,yearly_cumulative_female,0.0
101662,2015-12-26,Mexico-Distrito_Federal,yearly_cumulative_female,0.0
101663,2015-12-26,Mexico-Durango,yearly_cumulative_female,0.0
101664,2015-12-26,Mexico-Guanajuato,yearly_cumulative_female,0.0
101665,2015-12-26,Mexico-Guerrero,yearly_cumulative_female,0.0
101666,2015-12-26,Mexico-Hidalgo,yearly_cumulative_female,0.0
101667,2015-12-26,Mexico-Jalisco,yearly_cumulative_female,0.0
101668,2015-12-26,Mexico-Mexico,yearly_cumulative_female,0.0
101669,2015-12-26,Mexico-Michoacan_de_Ocampo,yearly_cumulative_female,0.0
101670,2015-12-26,Mexico-Morelos,yearly_cumulative_female,0.0
101671,2015-12-26,Mexico-Nayarit,yearly_cumulative_female,0.0
101672,2015-12-26,Mexico-Nuevo_Leon,yearly_cumulative_female,0.0
101673,2015-12-26,Mexico-Oaxaca,yearly_cumulative_female,0.0
101674,2015-12-26,Mexico-Puebla,yearly_cumulative_female,0.0
101675,2015-12-26,Mexico-Queretaro_de_Arteaga,yearly_cumulative_female,0.0
101676,2015-12-26,Mexico-Quintana_Roo,yearly_cumulative_female,0.0
101677,2015-12-26,Mexico-San_Luis_Potosi,yearly_cumulative_female,0.0
101678,2015-12-26,Mexico-Sinaloa,yearly_cumulative_female,0.0
101679,2015-12-26,Mexico-Sonora,yearly_cumulative_female,0.0
101680,2015-12-26,Mexico-Tabasco,yearly_cumulative_female,0.0
101681,2015-12-26,Mexico-Tamaulipas,yearly_cumulative_female,0.0
101682,2015-12-26,Mexico-Tlaxcala,yearly_cumulative_female,0.0
101683,2015-12-26,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_female,0.0
101684,2015-12-26,Mexico-Yucatan,yearly_cumulative_female,0.0
101685,2015-12-26,Mexico-Zacatecas,yearly_cumulative_female,0.0
101686,2015-12-26,Mexico-Aguascalientes,yearly_cumulative_male,0.0
101687,2015-12-26,Mexico-Baja_California,yearly_cumulative_male,0.0
101688,2015-12-26,Mexico-Baja_California_Sur,yearly_cumulative_male,0.0
101689,2015-12-26,Mexico-Campeche,yearly_cumulative_male,0.0
101690,2015-12-26,Mexico-Chiapas,yearly_cumulative_male,0.0
101691,2015-12-26,Mexico-Chihuahua,yearly_cumulative_male,0.0
101692,2015-12-26,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_male,0.0
101693,2015-12-26,Mexico-Colima,yearly_cumulative_male,0.0
101694,2015-12-26,Mexico-Distrito_Federal,yearly_cumulative_male,0.0
101695,2015-12-26,Mexico-Durango,yearly_cumulative_male,0.0
101696,2015-12-26,Mexico-Guanajuato,yearly_cumulative_male,0.0
101697,2015-12-26,Mexico-Guerrero,yearly_cumulative_male,0.0
101698,2015-12-26,Mexico-Hidalgo,yearly_cumulative_male,0.0
101699,2015-12-26,Mexico-Jalisco,yearly_cumulative_male,0.0
101700,2015-12-26,Mexico-Mexico,yearly_cumulative_male,0.0
101701,2015-12-26,Mexico-Michoacan_de_Ocampo,yearly_cumulative_male,0.0
101702,2015-12-26,Mexico-Morelos,yearly_cumulative_male,0.0
101703,2015-12-26,Mexico-Nayarit,yearly_cumulative_male,0.0
101704,2015-12-26,Mexico-Nuevo_Leon,yearly_cumulative_male,0.0
101705,2015-12-26,Mexico-Oaxaca,yearly_cumulative_male,0.0
101706,2015-12-26,Mexico-Puebla,yearly_cumulative_male,0.0
101707,2015-12-26,Mexico-Queretaro_de_Arteaga,yearly_cumulative_male,0.0
101708,2015-12-26,Mexico-Quintana_Roo,yearly_cumulative_male,0.0
101709,2015-12-26,Mexico-San_Luis_Potosi,yearly_cumulative_male,0.0
101710,2015-12-26,Mexico-Sinaloa,yearly_cumulative_male,0.0
101711,2015-12-26,Mexico-Sonora,yearly_cumulative_male,0.0
101712,2015-12-26,Mexico-Tabasco,yearly_cumulative_male,0.0
101713,2015-12-26,Mexico-Tamaulipas,yearly_cumulative_male,0.0
101714,2015-12-26,Mexico-Tlaxcala,yearly_cumulative_male,0.0
101715,2015-12-26,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_male,0.0
101716,2015-12-26,Mexico-Yucatan,yearly_cumulative_male,0.0
101717,2015-12-26,Mexico-Zacatecas,yearly_cumulative_male,0.0
101750,2016-01-02,Mexico-Aguascalientes,yearly_cumulative_female,0.0
101751,2016-01-02,Mexico-Baja_California,yearly_cumulative_female,0.0
101752,2016-01-02,Mexico-Baja_California_Sur,yearly_cumulative_female,0.0
101753,2016-01-02,Mexico-Campeche,yearly_cumulative_female,0.0
101754,2016-01-02,Mexico-Chiapas,yearly_cumulative_female,4.0
101755,2016-01-02,Mexico-Chihuahua,yearly_cumulative_female,0.0
101756,2016-01-02,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_female,0.0
101757,2016-01-02,Mexico-Colima,yearly_cumulative_female,0.0
101758,2016-01-02,Mexico-Distrito_Federal,yearly_cumulative_female,0.0
101759,2016-01-02,Mexico-Durango,yearly_cumulative_female,0.0
101760,2016-01-02,Mexico-Guanajuato,yearly_cumulative_female,0.0
101761,2016-01-02,Mexico-Guerrero,yearly_cumulative_female,0.0
101762,2016-01-02,Mexico-Hidalgo,yearly_cumulative_female,0.0
101763,2016-01-02,Mexico-Jalisco,yearly_cumulative_female,0.0
101764,2016-01-02,Mexico-Mexico,yearly_cumulative_female,0.0
101765,2016-01-02,Mexico-Michoacan_de_Ocampo,yearly_cumulative_female,0.0
101766,2016-01-02,Mexico-Morelos,yearly_cumulative_female,0.0
101767,2016-01-02,Mexico-Nayarit,yearly_cumulative_female,0.0
101768,2016-01-02,Mexico-Nuevo_Leon,yearly_cumulative_female,2.0
101769,2016-01-02,Mexico-Oaxaca,yearly_cumulative_female,0.0
101770,2016-01-02,Mexico-Puebla,yearly_cumulative_female,0.0
101771,2016-01-02,Mexico-Queretaro_de_Arteaga,yearly_cumulative_female,0.0
101772,2016-01-02,Mexico-Quintana_Roo,yearly_cumulative_female,0.0
101773,2016-01-02,Mexico-San_Luis_Potosi,yearly_cumulative_female,0.0
101774,2016-01-02,Mexico-Sinaloa,yearly_cumulative_female,0.0
101775,2016-01-02,Mexico-Sonora,yearly_cumulative_female,0.0
101776,2016-01-02,Mexico-Tabasco,yearly_cumulative_female,0.0
101777,2016-01-02,Mexico-Tamaulipas,yearly_cumulative_female,0.0
101778,2016-01-02,Mexico-Tlaxcala,yearly_cumulative_female,0.0
101779,2016-01-02,Mexico-Veracruz_de_Ignacio_de_la_Llave,yearly_cumulative_female,0.0
101780,2016-01-02,Mexico-Yucatan,yearly_cumulative_female,0.0
101781,2016-01-02,Mexico-Zacatecas,yearly_cumulative_female,0.0
101782,2016-01-02,Mexico-Aguascalientes,yearly_cumulative_male,0.0
101783,2016-01-02,Mexico-Baja_California,yearly_cumulative_male,0.0
101784,2016-01-02,Mexico-Baja_California_Sur,yearly_cumulative_male,0.0
101785,2016-01-02,Mexico-Campeche,yearly_cumulative_male,0.0
101786,2016-01-02,Mexico-Chiapas,yearly_cumulative_male,6.0
101787,2016-01-02,Mexico-Chihuahua,yearly_cumulative_male,0.0
101788,2016-01-02,Mexico-Coahuila_de_Zaragoza,yearly_cumulative_male,0.0
101789,2016-01-02,Mexico-Colima,yearly_cumulative_male,0.0
101790,2016-01-02,Mexico-Distrito_Federal,yearly_cumulative_male,0.0
101791,2016-01-02,Mexico-Durango,yearly_cumulative_male,0.0
101792,2016-01-02,Mexico-Guanajuato,yearly_cumulative_male,0.0
101793,2016-01-02,Mexico-Guerrero,yearly_cumulative_male,0.0
101794,2016-01-02,Mexico-Hidalgo,yearly_cumulative_male,0.0
101795,2016-01-02,Mexico-Jalisco,yearly_cumulative_male,1.0
101796,2016-01-02,Mexico-Mexico,yearly_cumulative_male,0.0
101797,2016-01-02,Mexico-Michoacan_de_Ocampo,yearly_cumulative_male,0.0
